Product type,SKU,Price,Availability,Number of products sold,Revenue generated,Customer demographics,Stock levels,Order quantities,Shipping times,Shipping carriers,Shipping costs,Supplier name,Location,Lead time,Production volumes,Manufacturing lead time,Manufacturing costs,Inspection results,Defect rates,Transportation modes,Routes,Costs,EOQ,std_dev_demand,Lead times,Safety Stock,Total Order Quantity,Forecasted Demand
cosmetics,SKU96,24.42313142,29,324,7133.844552,Non-binary,67,32,3,Carrier C,5.352878044,Supplier 3,Mumbai,28,648,28,17.80375633,Pending,3.872047681,Road,Route A,188.7421411,127.27922061357856,0.0,2.0,0,127.27922061357856,"[324, 324, 324, 324, 324, 324, 324, 324, 324, 324, 324, 324]"
cosmetics,SKU49,78.89791321,19,99,6744.442861,Unknown,97,9,6,Carrier C,2.505621033,Supplier 5,Delhi,28,177,28,14.14781544,Pass,2.825813985,Rail,Route A,336.8901685,70.35623639735144,0.0,24.0,0,70.35623639735144,"[99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99]"
skincare,SKU69,54.86552852,62,511,3106.09414,Non-binary,95,27,3,Carrier B,9.70528679,Supplier 4,Kolkata,9,862,7,77.62776581,Pending,1.362387989,Air,Route A,207.6632062,159.84367363145782,0.0,1.0,0,159.84367363145782,"[511, 511, 511, 511, 511, 511, 511, 511, 511, 511, 511, 511]"
skincare,SKU56,20.98638604,90,93,5454.147849,Non-binary,25,83,5,Carrier C,1.774429714,Supplier 1,Mumbai,24,826,28,12.83628457,Pass,1.173755495,Air,Route B,832.2108087,68.19090848492928,0.0,23.0,0,68.19090848492928,"[93, 93, 93, 93, 93, 93, 93, 93, 93, 93, 93, 93]"
skincare,SKU37,23.39984475,5,963,3594.377891,Female,25,21,9,Carrier A,1.532655274,Supplier 3,Kolkata,24,867,15,34.34327747,Pending,2.610288085,Sea,Route A,183.932968,219.4310825749169,0.0,8.0,0,219.4310825749169,"[963, 963, 963, 963, 963, 963, 963, 963, 963, 963, 963, 963]"
cosmetics,SKU59,63.82839835,30,484,2849.261647,Non-binary,100,26,7,Carrier B,7.293722597,Supplier 1,Kolkata,11,176,4,1.900762244,Fail,0.447194015,Air,Route A,312.5742736,155.56349186104046,0.0,16.0,0,155.56349186104046,"[484, 484, 484, 484, 484, 484, 484, 484, 484, 484, 484, 484]"
haircare,SKU43,11.74327178,6,598,6326.302698,Unknown,36,85,9,Carrier B,3.694021268,Supplier 5,Mumbai,1,206,23,26.27736596,Pending,0.372304768,Air,Route A,716.0441198,172.91616465790582,0.0,29.0,0,172.91616465790582,"[598, 598, 598, 598, 598, 598, 598, 598, 598, 598, 598, 598]"
cosmetics,SKU59,63.82839835,30,484,2849.261647,Non-binary,100,26,7,Carrier B,7.293722597,Supplier 1,Kolkata,11,176,4,1.900762244,Fail,0.447194015,Air,Route A,312.5742736,155.56349186104046,0.0,16.0,0,155.56349186104046,"[484, 484, 484, 484, 484, 484, 484, 484, 484, 484, 484, 484]"
skincare,SKU82,17.03493074,13,336,4932.671716,Unknown,42,72,1,Carrier A,4.708181874,Supplier 2,Mumbai,6,955,26,4.465278435,Pending,4.137877049,Road,Route C,589.9785556,129.6148139681572,0.0,19.0,0,129.6148139681572,"[336, 336, 336, 336, 336, 336, 336, 336, 336, 336, 336, 336]"
skincare,SKU75,92.99688423,29,106,3310.943422,Non-binary,16,56,10,Carrier C,2.473897761,Supplier 1,Chennai,25,759,11,48.06478264,Pass,2.030069089,Air,Route C,873.129648,72.80109889280519,0.0,20.0,0,72.80109889280519,"[106, 106, 106, 106, 106, 106, 106, 106, 106, 106, 106, 106]"
skincare,SKU67,87.75543235,16,513,8012.834996,Unknown,12,71,9,Carrier C,9.147811545,Supplier 1,Mumbai,10,198,11,7.057876147,Pass,0.131955444,Sea,Route C,169.2718014,160.15617378046966,0.0,9.0,0,160.15617378046966,"[513, 513, 513, 513, 513, 513, 513, 513, 513, 513, 513, 513]"
skincare,SKU15,36.98924493,94,469,4855.168465,Non-binary,9,69,7,Carrier B,2.422039723,Supplier 1,Bangalore,14,580,7,97.12128175,Pass,2.264405761,Sea,Route B,127.8618,153.13392831113555,0.0,8.0,0,153.13392831113555,"[469, 469, 469, 469, 469, 469, 469, 469, 469, 469, 469, 469]"
haircare,SKU79,57.05703122,56,198,6701.193914,Non-binary,31,20,1,Carrier B,6.496325364,Supplier 3,Bangalore,5,228,12,57.87090292,Pending,0.165871627,Air,Route C,351.5042193,99.498743710662,0.0,25.0,0,99.498743710662,"[198, 198, 198, 198, 198, 198, 198, 198, 198, 198, 198, 198]"
skincare,SKU15,36.98924493,94,469,4855.168465,Non-binary,9,69,7,Carrier B,2.422039723,Supplier 1,Bangalore,14,580,7,97.12128175,Pass,2.264405761,Sea,Route B,127.8618,153.13392831113555,0.0,8.0,0,153.13392831113555,"[469, 469, 469, 469, 469, 469, 469, 469, 469, 469, 469, 469]"
haircare,SKU95,77.90392722,65,672,6894.096497,Unknown,15,26,9,Carrier B,8.63033887,Supplier 4,Mumbai,18,450,26,58.89068577,Pending,1.21088213,Air,Route A,778.8642414,183.3030277982336,0.0,14.0,0,183.3030277982336,"[672, 672, 672, 672, 672, 672, 672, 672, 672, 672, 672, 672]"
haircare,SKU87,80.41403665,24,79,5137.411828,Male,5,55,10,Carrier A,6.575803798,Supplier 3,Chennai,27,523,17,28.69699682,Fail,3.693737788,Sea,Route B,879.3592177,62.849025449882674,0.0,7.0,0,62.849025449882674,"[79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79]"
skincare,SKU75,92.99688423,29,106,3310.943422,Non-binary,16,56,10,Carrier C,2.473897761,Supplier 1,Chennai,25,759,11,48.06478264,Pass,2.030069089,Air,Route C,873.129648,72.80109889280519,0.0,20.0,0,72.80109889280519,"[106, 106, 106, 106, 106, 106, 106, 106, 106, 106, 106, 106]"
cosmetics,SKU91,62.11196546,90,916,3618.787407,Male,98,85,7,Carrier B,7.471514084,Supplier 4,Delhi,5,207,28,39.7728825,Pending,0.626001858,Rail,Route B,996.778315,214.00934559032697,0.0,22.0,0,214.00934559032697,"[916, 916, 916, 916, 916, 916, 916, 916, 916, 916, 916, 916]"
cosmetics,SKU85,76.96299442,83,25,7244.128523,Female,15,66,2,Carrier C,8.249168705,Supplier 5,Chennai,4,211,2,69.92934552,Fail,1.374429,Road,Route B,842.68683,35.35533905932738,0.0,18.0,0,35.35533905932738,"[25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25]"
cosmetics,SKU50,14.20348426,91,633,5498.975362,Female,31,82,10,Carrier A,6.247860915,Supplier 2,Delhi,20,306,21,45.17875792,Fail,4.754800805,Rail,Route B,496.2486503,177.90446874657195,0.0,23.0,0,177.90446874657195,"[633, 633, 633, 633, 633, 633, 633, 633, 633, 633, 633, 633]"
skincare,SKU9,64.01573294,35,980,5733.825985,Unknown,14,83,1,Carrier A,7.166645291,Supplier 2,Chennai,29,963,23,47.95760163,Pending,3.844614479,Rail,Route B,995.9294615,221.35943621178654,0.0,27.0,0,221.35943621178654,"[980, 980, 980, 980, 980, 980, 980, 980, 980, 980, 980, 980]"
skincare,SKU36,9.813002579,34,963,6577.221953,Female,18,28,3,Carrier B,2.107951267,Supplier 2,Delhi,26,671,19,45.53136424,Fail,3.805533379,Air,Route C,403.8089742,219.4310825749169,0.0,23.0,0,219.4310825749169,"[963, 963, 963, 963, 963, 963, 963, 963, 963, 963, 963, 963]"
skincare,SKU82,17.03493074,13,336,4932.671716,Unknown,42,72,1,Carrier A,4.708181874,Supplier 2,Mumbai,6,955,26,4.465278435,Pending,4.137877049,Road,Route C,589.9785556,129.6148139681572,0.0,19.0,0,129.6148139681572,"[336, 336, 336, 336, 336, 336, 336, 336, 336, 336, 336, 336]"
skincare,SKU11,90.63545998,95,960,6362.357509,Female,46,60,1,Carrier A,4.523943124,Supplier 2,Kolkata,28,362,11,27.59236309,Pending,0.021169821,Air,Route A,126.7230334,219.08902300206645,0.0,23.0,0,219.08902300206645,"[960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960]"
haircare,SKU95,77.90392722,65,672,6894.096497,Unknown,15,26,9,Carrier B,8.63033887,Supplier 4,Mumbai,18,450,26,58.89068577,Pending,1.21088213,Air,Route A,778.8642414,183.3030277982336,0.0,14.0,0,183.3030277982336,"[672, 672, 672, 672, 672, 672, 672, 672, 672, 672, 672, 672]"
cosmetics,SKU62,72.79635396,89,270,4847.755397,Unknown,86,40,7,Carrier C,7.291701389,Supplier 2,Mumbai,13,751,14,21.04864273,Pass,1.874001404,Sea,Route C,320.8465158,116.1895003862225,0.0,2.0,0,116.1895003862225,"[270, 270, 270, 270, 270, 270, 270, 270, 270, 270, 270, 270]"
skincare,SKU9,64.01573294,35,980,5733.825985,Unknown,14,83,1,Carrier A,7.166645291,Supplier 2,Chennai,29,963,23,47.95760163,Pending,3.844614479,Rail,Route B,995.9294615,221.35943621178654,0.0,27.0,0,221.35943621178654,"[980, 980, 980, 980, 980, 980, 980, 980, 980, 980, 980, 980]"
skincare,SKU13,16.16039332,5,249,5084.161318,Male,80,48,9,Carrier A,9.537283061,Supplier 5,Bangalore,23,173,10,97.82905011,Pending,1.63107423,Road,Route B,547.2410052,111.57956802210698,0.0,8.0,0,111.57956802210698,"[249, 249, 249, 249, 249, 249, 249, 249, 249, 249, 249, 249]"
haircare,SKU68,37.93181238,29,163,3941.427841,Non-binary,0,58,8,Carrier B,1.194251865,Supplier 2,Bangalore,2,375,18,97.11358156,Fail,1.983467872,Rail,Route A,299.7063031,90.27735042633894,0.0,8.0,0,90.27735042633894,"[163, 163, 163, 163, 163, 163, 163, 163, 163, 163, 163, 163]"
cosmetics,SKU62,72.79635396,89,270,4847.755397,Unknown,86,40,7,Carrier C,7.291701389,Supplier 2,Mumbai,13,751,14,21.04864273,Pass,1.874001404,Sea,Route C,320.8465158,116.1895003862225,0.0,2.0,0,116.1895003862225,"[270, 270, 270, 270, 270, 270, 270, 270, 270, 270, 270, 270]"
cosmetics,SKU21,84.89386898,60,601,6767.691762,Unknown,69,7,6,Carrier B,6.037883769,Supplier 5,Chennai,19,791,4,61.73572895,Pending,0.018607568,Air,Route C,523.3609147,173.34935823359717,0.0,25.0,0,173.34935823359717,"[601, 601, 601, 601, 601, 601, 601, 601, 601, 601, 601, 601]"
haircare,SKU51,26.70076097,61,154,8093.564589,Male,100,52,1,Carrier A,4.783000558,Supplier 5,Bangalore,18,673,28,14.19032834,Pending,1.772951172,Road,Route A,694.9823176,87.74964387392122,0.0,4.0,0,87.74964387392122,"[154, 154, 154, 154, 154, 154, 154, 154, 154, 154, 154, 154]"
skincare,SKU75,92.99688423,29,106,3310.943422,Non-binary,16,56,10,Carrier C,2.473897761,Supplier 1,Chennai,25,759,11,48.06478264,Pass,2.030069089,Air,Route C,873.129648,72.80109889280519,0.0,20.0,0,72.80109889280519,"[106, 106, 106, 106, 106, 106, 106, 106, 106, 106, 106, 106]"
haircare,SKU55,79.85505834,16,701,3834.395474,Male,97,11,5,Carrier A,5.014364955,Supplier 2,Delhi,27,918,5,30.32354526,Fail,4.548919659,Sea,Route B,323.012928,187.21645226849054,0.0,11.0,0,187.21645226849054,"[701, 701, 701, 701, 701, 701, 701, 701, 701, 701, 701, 701]"
haircare,SKU43,11.74327178,6,598,6326.302698,Unknown,36,85,9,Carrier B,3.694021268,Supplier 5,Mumbai,1,206,23,26.27736596,Pending,0.372304768,Air,Route A,716.0441198,172.91616465790582,0.0,29.0,0,172.91616465790582,"[598, 598, 598, 598, 598, 598, 598, 598, 598, 598, 598, 598]"
skincare,SKU16,7.54717211,74,280,6342.539969,Female,2,78,1,Carrier B,4.191324586,Supplier 1,Bangalore,3,399,21,77.1063425,Pass,1.012563089,Air,Route A,865.5257798,118.32159566199232,0.0,5.0,0,118.32159566199232,"[280, 280, 280, 280, 280, 280, 280, 280, 280, 280, 280, 280]"
cosmetics,SKU38,52.07593068,75,705,8367.645709,Non-binary,69,88,5,Carrier B,9.235931437,Supplier 5,Mumbai,10,841,12,5.930693646,Pending,0.613326899,Air,Route B,339.6728699,187.7498335551859,0.0,1.0,0,187.7498335551859,"[705, 705, 705, 705, 705, 705, 705, 705, 705, 705, 705, 705]"
cosmetics,SKU50,14.20348426,91,633,5498.975362,Female,31,82,10,Carrier A,6.247860915,Supplier 2,Delhi,20,306,21,45.17875792,Fail,4.754800805,Rail,Route B,496.2486503,177.90446874657195,0.0,23.0,0,177.90446874657195,"[633, 633, 633, 633, 633, 633, 633, 633, 633, 633, 633, 633]"
haircare,SKU61,52.0287499,23,117,6072.153917,Unknown,32,36,7,Carrier C,9.030340423,Supplier 4,Kolkata,14,480,12,78.70239397,Fail,4.367470538,Air,Route A,164.3665282,76.48529270389177,0.0,23.0,0,76.48529270389177,"[117, 117, 117, 117, 117, 117, 117, 117, 117, 117, 117, 117]"
cosmetics,SKU17,81.46253437,82,126,4254.638656,Female,45,85,9,Carrier C,3.585418958,Supplier 1,Chennai,7,453,16,47.67968037,Fail,0.102020755,Air,Route C,670.9343908,79.37253933193772,0.0,17.0,0,79.37253933193772,"[126, 126, 126, 126, 126, 126, 126, 126, 126, 126, 126, 126]"
skincare,SKU42,46.52916761,98,155,3316.769821,Female,22,57,4,Carrier C,7.526248327,Supplier 5,Bangalore,26,179,7,96.42282064,Fail,4.939255289,Road,Route A,635.6571205,88.03408430829505,0.0,27.0,0,88.03408430829505,"[155, 155, 155, 155, 155, 155, 155, 155, 155, 155, 155, 155]"
cosmetics,SKU50,14.20348426,91,633,5498.975362,Female,31,82,10,Carrier A,6.247860915,Supplier 2,Delhi,20,306,21,45.17875792,Fail,4.754800805,Rail,Route B,496.2486503,177.90446874657195,0.0,23.0,0,177.90446874657195,"[633, 633, 633, 633, 633, 633, 633, 633, 633, 633, 633, 633]"
cosmetics,SKU17,81.46253437,82,126,4254.638656,Female,45,85,9,Carrier C,3.585418958,Supplier 1,Chennai,7,453,16,47.67968037,Fail,0.102020755,Air,Route C,670.9343908,79.37253933193772,0.0,17.0,0,79.37253933193772,"[126, 126, 126, 126, 126, 126, 126, 126, 126, 126, 126, 126]"
haircare,SKU25,39.62934399,73,142,3548.412719,Male,82,52,3,Carrier C,2.231073681,Supplier 4,Kolkata,19,934,23,78.28038312,Pending,3.797231217,Road,Route B,458.5359457,84.26149773176358,0.0,11.0,0,84.26149773176358,"[142, 142, 142, 142, 142, 142, 142, 142, 142, 142, 142, 142]"
cosmetics,SKU88,75.27040698,58,737,8153.513209,Male,60,85,7,Carrier A,3.801253133,Supplier 2,Mumbai,21,953,11,68.18491906,Pending,0.722204402,Sea,Route A,103.916248,191.96353820452467,0.0,18.0,0,191.96353820452467,"[737, 737, 737, 737, 737, 737, 737, 737, 737, 737, 737, 737]"
cosmetics,SKU21,84.89386898,60,601,6767.691762,Unknown,69,7,6,Carrier B,6.037883769,Supplier 5,Chennai,19,791,4,61.73572895,Pending,0.018607568,Air,Route C,523.3609147,173.34935823359717,0.0,25.0,0,173.34935823359717,"[601, 601, 601, 601, 601, 601, 601, 601, 601, 601, 601, 601]"
cosmetics,SKU59,63.82839835,30,484,2849.261647,Non-binary,100,26,7,Carrier B,7.293722597,Supplier 1,Kolkata,11,176,4,1.900762244,Fail,0.447194015,Air,Route A,312.5742736,155.56349186104046,0.0,16.0,0,155.56349186104046,"[484, 484, 484, 484, 484, 484, 484, 484, 484, 484, 484, 484]"
cosmetics,SKU38,52.07593068,75,705,8367.645709,Non-binary,69,88,5,Carrier B,9.235931437,Supplier 5,Mumbai,10,841,12,5.930693646,Pending,0.613326899,Air,Route B,339.6728699,187.7498335551859,0.0,1.0,0,187.7498335551859,"[705, 705, 705, 705, 705, 705, 705, 705, 705, 705, 705, 705]"
skincare,SKU42,46.52916761,98,155,3316.769821,Female,22,57,4,Carrier C,7.526248327,Supplier 5,Bangalore,26,179,7,96.42282064,Fail,4.939255289,Road,Route A,635.6571205,88.03408430829505,0.0,27.0,0,88.03408430829505,"[155, 155, 155, 155, 155, 155, 155, 155, 155, 155, 155, 155]"
skincare,SKU63,13.01737679,55,246,4955.009149,Non-binary,54,10,4,Carrier A,2.457933528,Supplier 3,Bangalore,18,736,10,20.07500398,Pending,3.63284329,Sea,Route A,687.2861779,110.90536506409417,0.0,19.0,0,110.90536506409417,"[246, 246, 246, 246, 246, 246, 246, 246, 246, 246, 246, 246]"
haircare,SKU54,31.14624316,11,622,6069.7252,Non-binary,33,61,3,Carrier B,4.305103471,Supplier 1,Kolkata,26,497,29,30.18602338,Pass,2.478771976,Road,Route B,814.0699966,176.351920885484,0.0,22.0,0,176.351920885484,"[622, 622, 622, 622, 622, 622, 622, 622, 622, 622, 622, 622]"
skincare,SKU16,7.54717211,74,280,6342.539969,Female,2,78,1,Carrier B,4.191324586,Supplier 1,Bangalore,3,399,21,77.1063425,Pass,1.012563089,Air,Route A,865.5257798,118.32159566199232,0.0,5.0,0,118.32159566199232,"[280, 280, 280, 280, 280, 280, 280, 280, 280, 280, 280, 280]"
skincare,SKU36,9.813002579,34,963,6577.221953,Female,18,28,3,Carrier B,2.107951267,Supplier 2,Delhi,26,671,19,45.53136424,Fail,3.805533379,Air,Route C,403.8089742,219.4310825749169,0.0,23.0,0,219.4310825749169,"[963, 963, 963, 963, 963, 963, 963, 963, 963, 963, 963, 963]"
skincare,SKU47,95.71213588,93,910,6830.977021,Male,4,51,9,Carrier B,8.978750756,Supplier 1,Kolkata,10,964,20,19.71299291,Pending,0.380573587,Rail,Route A,581.6023551,213.3072900770154,0.0,15.0,0,213.3072900770154,"[910, 910, 910, 910, 910, 910, 910, 910, 910, 910, 910, 910]"
skincare,SKU37,23.39984475,5,963,3594.377891,Female,25,21,9,Carrier A,1.532655274,Supplier 3,Kolkata,24,867,15,34.34327747,Pending,2.610288085,Sea,Route A,183.932968,219.4310825749169,0.0,8.0,0,219.4310825749169,"[963, 963, 963, 963, 963, 963, 963, 963, 963, 963, 963, 963]"
cosmetics,SKU8,68.71759675,78,150,6886.01173,Female,5,15,7,Carrier C,3.404733857,Supplier 4,Mumbai,13,769,8,11.42302714,Pending,2.709862691,Sea,Route B,505.5571342,86.60254037844386,0.0,10.0,0,86.60254037844386,"[150, 150, 150, 150, 150, 150, 150, 150, 150, 150, 150, 150]"
skincare,SKU58,59.84156138,81,896,3532.826493,Non-binary,10,44,7,Carrier A,4.938438565,Supplier 3,Delhi,18,396,7,65.04741509,Fail,1.73037472,Road,Route B,110.3643352,211.66010488516724,0.0,5.0,0,211.66010488516724,"[896, 896, 896, 896, 896, 896, 896, 896, 896, 896, 896, 896]"
cosmetics,SKU23,4.324341186,30,391,7504.334474,Unknown,84,29,7,Carrier A,2.924857601,Supplier 5,Kolkata,11,568,29,98.60995724,Pending,1.342291563,Rail,Route A,196.3294461,139.82131454109563,0.0,5.0,0,139.82131454109563,"[391, 391, 391, 391, 391, 391, 391, 391, 391, 391, 391, 391]"
cosmetics,SKU7,42.95838438,59,426,7253.472648,Female,93,11,1,Carrier B,2.348338784,Supplier 4,Bangalore,22,564,1,99.4661086,Fail,0.398177187,Road,Route C,802.0563118,145.94519519326425,0.0,17.0,0,145.94519519326425,"[426, 426, 426, 426, 426, 426, 426, 426, 426, 426, 426, 426]"
cosmetics,SKU17,81.46253437,82,126,4254.638656,Female,45,85,9,Carrier C,3.585418958,Supplier 1,Chennai,7,453,16,47.67968037,Fail,0.102020755,Air,Route C,670.9343908,79.37253933193772,0.0,17.0,0,79.37253933193772,"[126, 126, 126, 126, 126, 126, 126, 126, 126, 126, 126, 126]"
cosmetics,SKU72,90.20442752,88,478,3386.319302,Non-binary,57,77,9,Carrier A,6.59961416,Supplier 1,Bangalore,21,152,11,55.7604929,Pending,3.213329607,Rail,Route B,677.9445698,154.59624833740307,0.0,29.0,0,154.59624833740307,"[478, 478, 478, 478, 478, 478, 478, 478, 478, 478, 478, 478]"
skincare,SKU63,13.01737679,55,246,4955.009149,Non-binary,54,10,4,Carrier A,2.457933528,Supplier 3,Bangalore,18,736,10,20.07500398,Pending,3.63284329,Sea,Route A,687.2861779,110.90536506409417,0.0,19.0,0,110.90536506409417,"[246, 246, 246, 246, 246, 246, 246, 246, 246, 246, 246, 246]"
haircare,SKU51,26.70076097,61,154,8093.564589,Male,100,52,1,Carrier A,4.783000558,Supplier 5,Bangalore,18,673,28,14.19032834,Pending,1.772951172,Road,Route A,694.9823176,87.74964387392122,0.0,4.0,0,87.74964387392122,"[154, 154, 154, 154, 154, 154, 154, 154, 154, 154, 154, 154]"
cosmetics,SKU8,68.71759675,78,150,6886.01173,Female,5,15,7,Carrier C,3.404733857,Supplier 4,Mumbai,13,769,8,11.42302714,Pending,2.709862691,Sea,Route B,505.5571342,86.60254037844386,0.0,10.0,0,86.60254037844386,"[150, 150, 150, 150, 150, 150, 150, 150, 150, 150, 150, 150]"
skincare,SKU15,36.98924493,94,469,4855.168465,Non-binary,9,69,7,Carrier B,2.422039723,Supplier 1,Bangalore,14,580,7,97.12128175,Pass,2.264405761,Sea,Route B,127.8618,153.13392831113555,0.0,8.0,0,153.13392831113555,"[469, 469, 469, 469, 469, 469, 469, 469, 469, 469, 469, 469]"
cosmetics,SKU27,92.55736081,42,352,3832.783457,Unknown,47,62,8,Carrier C,7.406750953,Supplier 5,Mumbai,25,291,4,10.52824507,Fail,2.864667838,Sea,Route B,762.4591822,132.664991614216,0.0,9.0,0,132.664991614216,"[352, 352, 352, 352, 352, 352, 352, 352, 352, 352, 352, 352]"
skincare,SKU15,36.98924493,94,469,4855.168465,Non-binary,9,69,7,Carrier B,2.422039723,Supplier 1,Bangalore,14,580,7,97.12128175,Pass,2.264405761,Sea,Route B,127.8618,153.13392831113555,0.0,8.0,0,153.13392831113555,"[469, 469, 469, 469, 469, 469, 469, 469, 469, 469, 469, 469]"
haircare,SKU84,89.10436729,99,618,3278.176155,Unknown,73,80,10,Carrier A,8.381615625,Supplier 5,Chennai,24,589,22,33.80863651,Pass,4.843456577,Air,Route B,465.457006,175.78395831246945,0.0,26.0,0,175.78395831246945,"[618, 618, 618, 618, 618, 618, 618, 618, 618, 618, 618, 618]"
haircare,SKU54,31.14624316,11,622,6069.7252,Non-binary,33,61,3,Carrier B,4.305103471,Supplier 1,Kolkata,26,497,29,30.18602338,Pass,2.478771976,Road,Route B,814.0699966,176.351920885484,0.0,22.0,0,176.351920885484,"[622, 622, 622, 622, 622, 622, 622, 622, 622, 622, 622, 622]"
cosmetics,SKU38,52.07593068,75,705,8367.645709,Non-binary,69,88,5,Carrier B,9.235931437,Supplier 5,Mumbai,10,841,12,5.930693646,Pending,0.613326899,Air,Route B,339.6728699,187.7498335551859,0.0,1.0,0,187.7498335551859,"[705, 705, 705, 705, 705, 705, 705, 705, 705, 705, 705, 705]"
cosmetics,SKU23,4.324341186,30,391,7504.334474,Unknown,84,29,7,Carrier A,2.924857601,Supplier 5,Kolkata,11,568,29,98.60995724,Pending,1.342291563,Rail,Route A,196.3294461,139.82131454109563,0.0,5.0,0,139.82131454109563,"[391, 391, 391, 391, 391, 391, 391, 391, 391, 391, 391, 391]"
cosmetics,SKU27,92.55736081,42,352,3832.783457,Unknown,47,62,8,Carrier C,7.406750953,Supplier 5,Mumbai,25,291,4,10.52824507,Fail,2.864667838,Sea,Route B,762.4591822,132.664991614216,0.0,9.0,0,132.664991614216,"[352, 352, 352, 352, 352, 352, 352, 352, 352, 352, 352, 352]"
skincare,SKU75,92.99688423,29,106,3310.943422,Non-binary,16,56,10,Carrier C,2.473897761,Supplier 1,Chennai,25,759,11,48.06478264,Pass,2.030069089,Air,Route C,873.129648,72.80109889280519,0.0,20.0,0,72.80109889280519,"[106, 106, 106, 106, 106, 106, 106, 106, 106, 106, 106, 106]"
haircare,SKU79,57.05703122,56,198,6701.193914,Non-binary,31,20,1,Carrier B,6.496325364,Supplier 3,Bangalore,5,228,12,57.87090292,Pending,0.165871627,Air,Route C,351.5042193,99.498743710662,0.0,25.0,0,99.498743710662,"[198, 198, 198, 198, 198, 198, 198, 198, 198, 198, 198, 198]"
skincare,SKU42,46.52916761,98,155,3316.769821,Female,22,57,4,Carrier C,7.526248327,Supplier 5,Bangalore,26,179,7,96.42282064,Fail,4.939255289,Road,Route A,635.6571205,88.03408430829505,0.0,27.0,0,88.03408430829505,"[155, 155, 155, 155, 155, 155, 155, 155, 155, 155, 155, 155]"
skincare,SKU67,87.75543235,16,513,8012.834996,Unknown,12,71,9,Carrier C,9.147811545,Supplier 1,Mumbai,10,198,11,7.057876147,Pass,0.131955444,Sea,Route C,169.2718014,160.15617378046966,0.0,9.0,0,160.15617378046966,"[513, 513, 513, 513, 513, 513, 513, 513, 513, 513, 513, 513]"
cosmetics,SKU72,90.20442752,88,478,3386.319302,Non-binary,57,77,9,Carrier A,6.59961416,Supplier 1,Bangalore,21,152,11,55.7604929,Pending,3.213329607,Rail,Route B,677.9445698,154.59624833740307,0.0,29.0,0,154.59624833740307,"[478, 478, 478, 478, 478, 478, 478, 478, 478, 478, 478, 478]"
skincare,SKU41,99.11329162,35,556,5979.796964,Female,64,38,8,Carrier B,5.773263744,Supplier 4,Chennai,18,892,7,95.33206455,Fail,0.045302262,Sea,Route A,275.5243711,166.73332000533065,0.0,19.0,0,166.73332000533065,"[556, 556, 556, 556, 556, 556, 556, 556, 556, 556, 556, 556]"
cosmetics,SKU38,52.07593068,75,705,8367.645709,Non-binary,69,88,5,Carrier B,9.235931437,Supplier 5,Mumbai,10,841,12,5.930693646,Pending,0.613326899,Air,Route B,339.6728699,187.7498335551859,0.0,1.0,0,187.7498335551859,"[705, 705, 705, 705, 705, 705, 705, 705, 705, 705, 705, 705]"
skincare,SKU36,9.813002579,34,963,6577.221953,Female,18,28,3,Carrier B,2.107951267,Supplier 2,Delhi,26,671,19,45.53136424,Fail,3.805533379,Air,Route C,403.8089742,219.4310825749169,0.0,23.0,0,219.4310825749169,"[963, 963, 963, 963, 963, 963, 963, 963, 963, 963, 963, 963]"
haircare,SKU57,49.26320535,65,227,3752.20514,Unknown,5,51,1,Carrier B,9.160558535,Supplier 2,Delhi,21,588,25,67.77962299,Pending,2.51117483,Rail,Route A,482.1912386,106.53637876331258,0.0,18.0,0,106.53637876331258,"[227, 227, 227, 227, 227, 227, 227, 227, 227, 227, 227, 227]"
skincare,SKU15,36.98924493,94,469,4855.168465,Non-binary,9,69,7,Carrier B,2.422039723,Supplier 1,Bangalore,14,580,7,97.12128175,Pass,2.264405761,Sea,Route B,127.8618,153.13392831113555,0.0,8.0,0,153.13392831113555,"[469, 469, 469, 469, 469, 469, 469, 469, 469, 469, 469, 469]"
haircare,SKU24,4.156308359,32,209,7379.670863,Male,4,2,8,Carrier C,9.741291689,Supplier 2,Bangalore,28,447,3,40.3823597,Pending,3.691310293,Air,Route A,758.7247726,102.22524150130437,0.0,26.0,0,102.22524150130437,"[209, 209, 209, 209, 209, 209, 209, 209, 209, 209, 209, 209]"
skincare,SKU3,61.16334302,68,83,6830.941184,Non-binary,23,59,6,Carrier C,1.729568564,Supplier 5,Kolkata,24,937,18,35.6247414,Fail,4.746648621,Rail,Route A,254.7761592,64.42049363362563,0.0,13.0,0,64.42049363362563,"[83, 83, 83, 83, 83, 83, 83, 83, 83, 83, 83, 83]"
skincare,SKU37,23.39984475,5,963,3594.377891,Female,25,21,9,Carrier A,1.532655274,Supplier 3,Kolkata,24,867,15,34.34327747,Pending,2.610288085,Sea,Route A,183.932968,219.4310825749169,0.0,8.0,0,219.4310825749169,"[963, 963, 963, 963, 963, 963, 963, 963, 963, 963, 963, 963]"
